# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,10.4,4.470,12.4,27.8,1.2,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1006.2,1006.3,12,100.0,0.0,0.2,103,9,4,51.7,48.3,52.5,52.5,5.70,32.81,-1.000,543,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,12.6,5.818,15.6,26.8,1.2,92.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1022.6,1022.6,0,0.0,0.0,0.5,106,10,6,51.6,48.4,52.5,52.5,4.25,24.61,0.218,1156,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,13.5,6.620,18.2,27.5,1.3,89.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1022.1,1022.6,2,100.0,0.0,0.5,118,13,7,43.4,56.6,52.5,52.5,5.83,24.22,0.242,2147,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,14.2,6.673,19.7,29.5,1.4,88.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1021.3,1022.7,0,0.0,0.0,0.5,114,10,0,42.9,57.1,52.5,52.5,6.20,42.19,0.872,2554,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,12.3,5.611,15.7,28.0,1.3,91.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1022.6,1022.7,1,100.0,0.0,0.6,106,10,5,43.2,56.8,52.5,52.5,5.50,19.14,0.136,2257,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,10.6,4.606,12.6,27.3,1.2,93.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1022.7,1022.8,2,100.0,0.0,0.6,128,9,7,46.7,53.3,52.5,52.5,4.88,18.75,0.229,1783,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,11.4,5.182,14.0,26.9,1.2,91.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1022.7,1022.8,1,100.0,0.0,0.8,108,8,6,39.5,60.5,52.5,52.5,5.51,21.09,0.204,1963,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,12.9,5.832,16.7,28.6,1.3,89.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1022.3,1022.6,0,0.0,0.0,0.7,137,15,11,39.5,60.5,52.5,52.5,5.95,49.22,0.192,2300,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,13.5,6.179,18.9,30.6,1.4,88.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1021.2,1022.7,1,100.0,0.0,0.5,99,9,2,41.2,58.8,52.5,52.5,6.38,27.73,0.128,2396,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

