# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,9.8,17.077,14.6,8.5,1.5,94.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,999.1,999.1,77,100.0,0.0,1.7,341,283,60,59.3,40.7,52.5,52.5,4.13,27.73,-1.000,606,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,9.2,15.742,13.8,8.7,1.5,94.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1022.1,1022.1,24,100.0,0.0,3.7,435,523,111,57.0,43.0,52.5,52.5,4.42,35.94,0.485,901,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,7.9,13.085,12.6,9.6,1.6,93.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1022.6,1022.6,13,100.0,0.0,5.0,367,301,67,50.5,49.5,52.5,52.5,3.43,21.88,0.646,815,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,9.4,16.439,14.2,8.7,1.5,93.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1022.4,1022.4,19,100.0,0.0,7.2,445,454,100,51.3,48.7,52.5,52.5,3.89,22.27,0.771,1198,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,9.5,16.568,14.4,8.7,1.5,92.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1022.6,1022.6,12,100.0,0.0,8.1,450,478,98,50.8,49.2,52.5,52.5,3.79,21.48,0.724,1278,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,7.0,12.185,10.6,8.7,1.5,94.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1022.7,1022.7,7,100.0,0.0,7.5,410,364,74,51.3,48.7,52.5,52.5,3.66,17.97,0.707,1150,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,8.1,14.094,12.3,8.7,1.5,93.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1022.5,1022.6,16,100.0,0.0,8.8,460,518,107,49.9,50.1,52.5,52.5,4.11,25.78,0.672,1128,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,6.6,12.052,10.7,8.8,1.6,94.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1022.7,1022.7,11,100.0,0.0,8.3,395,381,80,49.4,50.6,52.5,52.5,3.47,19.53,0.630,937,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,7.8,13.830,12.0,8.7,1.5,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1022.2,1022.2,35,100.0,0.0,11.8,319,414,93,49.8,50.2,52.5,52.5,3.57,30.08,0.492,716,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,100000,10.0,17.337,15.6,9.0,1.6,92.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1022.4,1022.4,30,100.0,0.0,10.5,417,513,110,49.8,50.2,52.5,52.5,4.28,18.36,0.636,1114,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,100000,6.7,11.944,10.8,9.0,1.6,94.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1022.6,1022.6,12,100.0,0.0,7.5,302,229,41,47.3,52.7,52.5,52.5,3.38,24.61,0.524,994,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,100000,10.0,17.243,15.2,8.8,1.5,92.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1022.2,1022.2,28,100.0,0.0,10.9,447,521,110,49.4,50.6,52.5,52.5,4.35,35.55,0.576,1415,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,100000,6.4,11.189,10.3,9.2,1.6,94.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,1022.7,1022.7,9,100.0,0.0,9.7,404,442,106,47.5,52.5,52.5,52.5,3.44,16.41,0.789,1132,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,100000,8.2,14.228,12.9,9.1,1.6,93.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1022.6,1022.6,14,100.0,0.0,9.3,407,395,79,47.5,52.5,52.5,52.5,3.24,30.08,0.695,1195,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,100000,6.7,11.862,10.8,9.1,1.6,94.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1022.8,1022.8,12,100.0,0.0,9.8,290,458,83,48.7,51.3,52.5,52.5,3.33,26.95,0.633,903,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,100000,3.1,5.894,5.3,9.0,1.7,97.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1022.9,1022.9,8,100.0,0.0,8.1,224,226,37,46.6,53.4,22.5,52.5,2.37,22.27,0.764,404,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,100000,3.2,6.093,5.4,8.8,1.7,97.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1022.8,1022.8,9,100.0,0.0,7.6,320,253,47,45.8,54.2,12.5,52.5,2.23,22.66,0.708,417,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,100000,8.0,13.740,12.5,9.1,1.6,93.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1022.6,1022.6,19,100.0,0.0,9.8,465,364,80,47.5,52.5,52.5,52.5,3.41,23.83,0.663,1237,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,100000,10.8,18.157,16.0,8.8,1.5,91.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1022.5,1022.5,22,100.0,0.0,10.3,357,347,72,47.3,52.7,52.5,52.5,3.57,18.36,0.612,1796,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

