predictor,trace,instructions,branches,conditional_branches,predictions,extra_cycles,p1_p2_disagreements,p1_p2_disagreements_at_end,mispredictions,p1_latency,p2_latency,energy_per_instruction
bimodalN,sampleflow-1.127768_0,12020801,1651985,1582293,1308825,219021,0,0,219021,0.99,0.99,57
bimodalN,minizinc-3.654_0,12024371,2314104,1835285,1427182,318172,0,0,318172,0.99,0.99,67
bimodalN,fp_21,29000051,2111837,1243863,1374122,191883,0,0,191883,0.99,0.99,22
bimodalN,int_11,40000000,3173054,2753345,2049798,398372,0,0,398372,0.99,0.99,29
bimodalN,media_1,19000047,1431842,1001333,1065648,115831,0,0,115831,0.99,0.99,25
bimodalN,web_8,38999954,8542189,6077862,5426568,514253,0,0,514253,0.99,0.99,67
bimodalN,tomcat-wrk2-textrotate.1722_0,20010099,5285456,4213957,2710830,259211,0,0,259211,0.99,0.99,76
bimodalN,llvm-2.25945_0,12024371,2512399,1784312,1558627,134306,0,0,134306,0.99,0.99,62
bimodalN,voronoi-cgal_3253,21032605,3737077,2237242,2469138,208210,0,0,208210,0.99,0.99,51
bimodalN,web_139,13999772,2572899,2125254,1321514,150689,0,0,150689,0.99,0.99,54
bimodalN,diamond-1.23658_0,12023437,2442046,2262710,1291550,219211,0,0,219211,0.99,0.99,67
bimodalN,gem5-3.7111_0,12039805,2367089,1553436,1382495,81851,0,0,81851,0.99,0.99,53
bimodalN,int_197,39000051,2299408,1670831,1665677,107772,0,0,107772,0.99,0.99,19
bimodalN,java16-specjbb-64k-bigmem-ir1000.41720_0,21041037,5172515,3844756,2654476,158418,0,0,158418,0.99,0.99,66
bimodalN,julia-agents-hk.9184_0,24111433,5535837,3482241,3790657,311075,0,0,311075,0.99,0.99,69
bimodalN,llvm-2.17926_0,12020330,2654642,1876167,1648435,143967,0,0,143967,0.99,0.99,66
bimodalN,mysql-oltp-ro_4718,17727098,2278677,1397363,1583334,81344,0,0,81344,0.99,0.99,37
bimodalN,web_114,38999649,7967712,5762979,4940201,447262,0,0,447262,0.99,0.99,62
bimodalN,ns3-2.15775_0,12316491,2369765,1479361,1367024,74912,0,0,74912,0.99,0.99,51
bimodalN,infra_95,40000000,7590809,6394660,3488019,297426,0,0,297426,0.99,0.99,52
bimodalN,mysql-oltp-rw_7250,20136466,3053127,2143539,1971190,123715,0,0,123715,0.99,0.99,45
bimodalN,gap-bc-coauthors_1971,20033297,4607094,4548966,2828857,249271,0,0,249271,0.99,0.99,80
bimodalN,infra_81,40000000,7057861,5801692,3336140,336178,0,0,336178,0.99,0.99,49
bimodalN,lua-1.25018_0,12020330,2369345,1619512,1654427,20986,0,0,20986,0.99,0.99,58
bimodalN,nodejs-childprocess_5866,40000000,6403446,4254999,4260116,213341,0,0,213341,0.99,0.99,47
bimodalN,abc-3.3561_0,12020330,1874646,1428027,1444952,12659,0,0,12659,0.99,0.99,51
bimodalN,int_86,40000000,8197671,6312767,4245251,304002,0,0,304002,0.99,0.99,57
bimodalN,web_26,39000014,8127921,6368053,4580873,460866,0,0,460866,0.99,0.99,62
bimodalN,int_43,38998376,6547059,5396338,3206927,637466,0,0,637466,0.99,0.99,51
bimodalN,int_55,39000051,5600491,3990596,3186275,173491,0,0,173491,0.99,0.99,40
bimodalN,minizinc-4.5398_0,12021363,2014751,1657326,1162950,162812,0,0,162812,0.99,0.99,53
bimodalN,highs-2.91059_0,12023437,2458417,2338645,1571825,141511,0,0,141511,0.99,0.99,71
bimodalN,compress_28,40000000,4802098,4379092,3138996,202313,0,0,202313,0.99,0.99,40
bimodalN,infra_75,39000015,9947416,6415352,5707069,37005,0,0,37005,0.99,0.99,65
bimodalN,rust-regex-redux-25M.6955_0,24055829,4846322,3675379,2653587,260691,0,0,260691,0.99,0.99,58
bimodalN,int_117,39000051,7267193,6587085,6020038,206228,0,0,206228,0.99,0.99,69
bimodalN,tesseract-2.91_0,12051339,2488119,1946414,1331529,140898,0,0,140898,0.99,0.99,60
bimodalN,int_176,40000000,9065731,7099438,5482553,696205,0,0,696205,0.99,0.99,72
bimodalN,web_80,38999601,8649808,6022210,5427442,485713,0,0,485713,0.99,0.99,66
bimodalN,web_176,19000056,4342901,3076859,1708233,52937,0,0,52937,0.99,0.99,52
bimodalN,h3geo-1.221409_0,12020330,3049757,2246565,1570771,86405,0,0,86405,0.99,0.99,68
bimodalN,dcapo-h2-huge-jdk17.26940_0,24103066,4669009,3309061,2513287,245240,0,0,245240,0.99,0.99,54
bimodalN,java-hash-code.7599_0,22041441,2840658,2608584,932567,206964,0,0,206964,0.99,0.99,35
bimodalN,502-gcc-all_16112,23029393,5364565,4459474,3296397,419051,0,0,419051,0.99,0.99,77
bimodalN,java16-specjbb-64k-ir1000.19011_0,21367188,4186804,3446588,2037347,183540,0,0,183540,0.99,0.99,55
bimodalN,julia-agents-sugarscape.28819_0,26404277,5906747,3787246,4032581,269806,0,0,269806,0.99,0.99,67
bimodalN,llvm-2.35413_0,12023437,2549818,1778932,1643310,151698,0,0,151698,0.99,0.99,65
bimodalN,vpr-2.18764_0,12067084,2566401,1878383,1569272,243198,0,0,243198,0.99,0.99,68
bimodalN,521-wrf-1_53624,21983792,3513648,2596188,1863699,140821,0,0,140821,0.99,0.99,44
bimodalN,lua-1.7412_0,12020330,2368904,1621643,1645623,21489,0,0,21489,0.99,0.99,58
bimodalN,ren-par-mnemonics-jdk19-sveoff.175_0,24374837,4930507,3772140,3048268,333388,0,0,333388,0.99,0.99,63
bimodalN,nodejs-http2_4818,24791592,4954201,3248606,3087666,227436,0,0,227436,0.99,0.99,57
bimodalN,nodejs-streams_62455,23113567,4336817,3020331,2783816,249755,0,0,249755,0.99,0.99,57
bimodalN,dcapo-sunflow-jdk17.100_0,24196236,4348874,3194100,2591409,233159,0,0,233159,0.99,0.99,53
bimodalN,java16-dacapo-tradebeans-small_3649,21138139,4265578,2731811,2654072,178142,0,0,178142,0.99,0.99,57
bimodalN,nest-1.1681_0,12020330,872798,744972,625849,137019,0,0,137019,0.99,0.99,28
bimodalN,gap-sssp-usroad.287_0,24202195,4201857,3832504,1913097,665381,0,0,665381,0.99,0.99,58
bimodalN,abc-2.9228_0,12020330,1870473,1645993,1101264,229638,0,0,229638,0.99,0.99,54
bimodalN,kd-2.556_0,12147321,3079855,2584434,2464892,373480,0,0,373480,0.99,0.99,100
bimodalN,526-blender-1_85073,21032586,3235698,2636220,1648740,469807,0,0,469807,0.99,0.99,50
bimodalN,lua-3.19933_0,12074950,2395089,1618170,1649836,16926,0,0,16926,0.99,0.99,58
bimodalN,ren-finagle-chirper-jdk17.2761_0,25217419,4553233,3253522,2557767,259485,0,0,259485,0.99,0.99,52
bimodalN,int_87,40000000,6725368,5021282,3428022,66192,0,0,66192,0.99,0.99,43
bimodalN,web_130,38999924,7524652,5458399,4568579,477822,0,0,477822,0.99,0.99,58
bimodalN,web_101,38999723,8319774,6002420,4876608,446139,0,0,446139,0.99,0.99,62
bimodalN,nodejs-https_3936,23282225,4334178,2843262,2708720,176096,0,0,176096,0.99,0.99,53
bimodalN,infra_32,39000015,9209090,6806761,4351546,93461,0,0,93461,0.99,0.99,59
bimodalN,ren-rx-scrabble-jdk17.949_0,24142505,4204158,3090618,2437363,216917,0,0,216917,0.99,0.99,51
bimodalN,int_13,39000051,6181414,4147408,3950686,133342,0,0,133342,0.99,0.99,45
bimodalN,snappy-bm-zflatall_435,24031218,2738621,2463608,1419630,405233,0,0,405233,0.99,0.99,39
bimodalN,ren-reactors-jdk17.15692_0,24039521,4199529,3449685,1660407,7057,0,0,7057,0.99,0.99,42
bimodalN,simpoint-1.87314_0,12020330,2443998,2392420,1881588,209464,0,0,209464,0.99,0.99,80
bimodalN,kd-1.867_0,12376869,2320747,1735456,1383342,202377,0,0,202377,0.99,0.99,59
bimodalN,sqlite-1.48861_0,12020330,2405221,1699370,1507791,176828,0,0,176828,0.99,0.99,61
bimodalN,int_62,40000000,5600175,3580391,4771668,316120,0,0,316120,0.99,0.99,48
bimodalN,java15-dacapo-tradesoap-small_8971,24032766,4862486,3404203,2883410,208832,0,0,208832,0.99,0.99,58
bimodalN,fp_11,39000015,3532716,3441209,2884100,70600,0,0,70600,0.99,0.99,34
gshare,infra_22,39000015,8603674,5341815,7356427,189080,49124,22374,145775,0.913333,1.16667,804
gshare,web_74,38999880,7592759,5498498,6096667,437726,197781,111745,251201,0.913333,1.16667,682
gshare,xz-3.9139_0,12020330,2017963,1636913,1797093,243647,70650,37194,178129,0.913333,1.16667,658
gshare,minizinc-3.2615_0,12020330,2392038,1901193,2006237,223031,108818,62486,116984,0.913333,1.16667,736
gshare,int_145,38999986,7950777,6000454,6648510,438160,163167,90728,280450,0.913333,1.16667,745
gshare,ntest-1.168389_0,12021689,1125566,696507,1490778,131717,46621,23538,85261,0.913333,1.16667,518
gshare,nodejs-zlib_3279,24372402,4913498,3778394,4253724,364293,132279,79763,240677,0.913333,1.16667,761
gshare,rsbench-1.730_0,12020330,1878857,1592730,1881960,503773,127835,77353,387035,0.913333,1.16667,694
gshare,web_205,13999869,2910301,2430106,1998830,236894,96101,53391,150351,0.913333,1.16667,642
gshare,nodejs-octane_3483,21042413,4929440,3567904,3740193,172341,66022,40562,110614,0.913333,1.16667,776
gshare,infra_61,39000015,6854482,4917623,8388393,115539,33239,19923,83038,0.913333,1.16667,909
gshare,fp_49,39000015,4194594,3367366,4875740,130860,23165,15916,108195,0.913333,1.16667,534
gshare,zstd-1.19139_0,12020330,1401438,1318427,1208990,47351,8650,5741,39006,0.913333,1.16667,446
gshare,nodejs-misc-util_7039,21029396,7007229,7006091,4672273,254,228,228,26,0.913333,1.16667,1033
gshare,web_94,38999983,8444681,6391384,6217235,200087,49495,33709,152218,0.913333,1.16667,703
gshare,infra_34,39000015,9011377,6886437,5515219,167378,47383,25279,120389,0.913333,1.16667,632
gshare,specjbb-48g-ir1000-msjdk11-64k.4880_0,24222715,4543668,3272306,3749976,392857,189508,112366,221492,0.913333,1.16667,674
gshare,gmsh-1.12469_0,12020330,1579397,1309223,1436730,123585,33794,19348,92239,0.913333,1.16667,524
gshare,java16-specjbb-64k-bigmem_1126,20103484,3571226,2765148,3163638,281350,121548,69803,169619,0.913333,1.16667,685
gshare,int_37,39000043,5914900,5744845,4998283,286093,45897,26215,241287,0.913333,1.16667,576
gshare,ren-db-shootout-jdk11.3274_0,24184529,4815125,3460861,4223903,567281,268182,154056,328511,0.913333,1.16667,758
gshare,flightdm-5.7254_0,12020330,2450557,1527620,2136349,88860,42843,20855,46287,0.913333,1.16667,760
gshare,554-roms-1_62613,21032545,416102,358498,1677051,15490,520,515,14973,0.913333,1.16667,321
gshare,brotli-1.6219_0,12023437,1763581,1526696,1452314,100115,23264,13612,77407,0.913333,1.16667,534
gshare,web_97,38999747,7491997,5612003,6090745,204634,70548,43578,136746,0.913333,1.16667,681
gshare,nodejs-cluster_6968,25060615,5150499,3536173,4189382,129263,92084,55108,40134,0.913333,1.16667,720
gshare,snappy-unit_431,31331238,5235546,3980040,4870900,256026,89953,50598,168532,0.913333,1.16667,673
gshare,astcenc-1.39311_0,12023437,1272254,992550,1518501,157512,57415,33114,104891,0.913333,1.16667,539
gshare,int_74,39000049,7708222,5522349,6715452,717216,311453,174785,432652,0.913333,1.16667,746
gshare,omnetpp-1.13962_0,12020330,2521932,1643115,2001653,105687,59917,35330,47229,0.913333,1.16667,718
gshare,xz-2.22921_0,12023437,2613655,2326145,1739748,154166,39079,19545,116753,0.913333,1.16667,665
gshare,infra_65,39000015,9448214,5772578,8920645,408280,116134,55632,307335,0.913333,1.16667,969
gshare,548-exchange2-1_207156,22029013,2924969,2734226,2597649,240583,104533,46907,137096,0.913333,1.16667,525
gshare,compress_44,40000000,9907543,9886297,14773026,25876,7966,4563,18352,0.913333,1.16667,1568
gshare,ren-reactors-jdk17.6007_0,24250814,4323340,3385368,3553101,146206,71064,47341,75187,0.913333,1.16667,641
gshare,specjbb-32g-ir5000-jdk17-64k.4891_0,24353618,4743529,3323125,4236420,414511,207278,118134,228252,0.913333,1.16667,750
gshare,gmsh-1.30841_0,12090980,2321039,2089507,1913198,541682,157930,86727,399775,0.913333,1.16667,714
gshare,ren-page-rank-jdk17.4820_0,24053315,4764270,3421514,3732976,223041,98697,59696,131064,0.913333,1.16667,677
gshare,531-deepsjeng-1_53703,40000000,4855792,4102986,5018563,490034,207637,114681,296813,0.913333,1.16667,544
gshare,roms-1.109375_0,12020330,560122,453240,1166027,3956,556,521,3402,0.913333,1.16667,397
gshare,nab-2.5470_0,12101459,1921031,1689377,1881876,227600,60466,29260,168119,0.913333,1.16667,684
gshare,web_174,18999057,3600582,2944118,2853353,258138,110918,62423,152136,0.913333,1.16667,663
gshare,python3-pyperf-mako_2447,21600775,4541779,3046862,3860426,195522,88904,53487,112383,0.913333,1.16667,768
gshare,gap-pr-silkroad.1803_0,20034530,3366460,2724886,3019641,320569,55845,28621,264724,0.913333,1.16667,658
gshare,tomcat-wrk2-shuffle.696_0,20010099,3842629,3039780,2674575,214587,91460,55889,128946,0.913333,1.16667,595
gshare,java16-specjbb-64k-ir1000.33193_0,21241481,3677295,2890493,2840854,306551,75862,37456,235043,0.913333,1.16667,589
gshare,java16-specjbb-4k.23837_0,21044474,2852429,2169370,2877567,114045,31166,21030,82880,0.913333,1.16667,589
gshare,specjbb-32g-ir5000-jdk17-64k.5030_0,24316398,4562907,3465404,3762136,414726,200325,115468,235148,0.913333,1.16667,678
gshare,ren-db-shootout-jdk11.4017_0,24071016,4284137,3591076,3229775,300944,123768,67655,183272,0.913333,1.16667,598
gshare,557-xz-all_129777,23041823,3363367,2933183,2769501,319546,95613,56878,229911,0.913333,1.16667,536
gshare,lua-3.25585_0,12072338,2395729,1615741,2200131,40614,24071,21036,16552,0.913333,1.16667,775
gshare,int_210,39000051,6000021,5073089,5622102,757703,292268,159581,484287,0.913333,1.16667,631
gshare,int_98,39000049,8957497,6920088,7087823,322521,112202,63659,213354,0.913333,1.16667,795
gshare,dcapo-tomcat-jdk11.9509_0,24804969,4508046,3427405,4137662,277351,127417,70846,156245,0.913333,1.16667,722
gshare,web_45,39000023,8526298,6050713,6860633,551960,212872,119048,356042,0.913333,1.16667,767
gshare,541-leela-1_110755,22032634,2831520,2614085,2791244,687551,219217,117933,494365,0.913333,1.16667,563
gshare,infra_46,39000015,9836291,6319051,8782485,352060,96295,42965,268555,0.913333,1.16667,961
gshare,dcapo-h2o-ai-jdk11.18311_0,24265626,4303977,3908285,2874939,182792,74683,45496,113599,0.913333,1.16667,541
gshare,dcapo-kafka-jdk8.524_0,24071219,4580714,3692877,3570903,228506,73580,47494,160578,0.913333,1.16667,655
gshare,int_32,40000000,5102581,4599725,5167037,553271,144560,78393,419245,0.913333,1.16667,570
gshare,int_158,39000051,10706060,8795471,7772192,312604,84667,41596,230745,0.913333,1.16667,885
gshare,ns3-1.1349_0,12020330,2372372,1500200,1908207,118246,69321,40689,51137,0.913333,1.16667,681
gshare,nodejs-cluster_10177,29060828,5861013,3856096,4948419,232344,169345,111297,69270,0.913333,1.16667,729
gshare,505-mcf-1_14364,21532610,2503458,2330259,2377136,247721,73483,38432,174851,0.913333,1.16667,485
gshare,compress_47,40000000,5307534,4900691,4850097,248358,27093,16145,221948,0.913333,1.16667,537
gshare,compress_41,40000000,5806602,5011852,5430960,385647,112417,61858,278987,0.913333,1.16667,598
gshare,505-mcf-1_45923,21528983,5326648,4878505,3795957,1045960,275690,144983,815060,0.913333,1.16667,814
gshare,int_156,39000051,9698056,8736771,6691038,233903,57234,36271,177611,0.913333,1.16667,778
gshare,xz-1.2163_0,12020330,1736346,1444511,1950527,206385,42338,23565,165013,0.913333,1.16667,702
gshare,web_13,38999812,6424548,4803027,5462200,442062,193956,110908,263766,0.913333,1.16667,609
gshare,tomcat-wrk2-textrotate.3211_0,20010099,4390404,3222373,3156092,186781,84957,48797,106186,0.913333,1.16667,694
gshare,voronoi-boost-polygon_590,21029015,3915511,2720022,3436209,340387,109278,58791,236933,0.913333,1.16667,705
gshare,java16-specjbb-4k.1060_0,21090808,3476963,2908404,2583394,233653,84472,54502,157238,0.913333,1.16667,547
gshare,fp_13,39000015,6831724,6297189,6289144,1005703,312226,160899,699984,0.913333,1.16667,716
gshare,fp_28,39000015,588384,584196,2675475,43213,8102,4364,35305,0.913333,1.16667,278
gshare,infra_58,21011637,4866366,2919841,4576872,14388,2794,2535,11603,0.913333,1.16667,919
gshare,int_44,38999708,5918093,5052002,4741304,673396,134601,67855,540253,0.913333,1.16667,544
gshare,gmsh-5.4132_0,12186273,987266,789956,1314632,164445,43301,23595,122495,0.913333,1.16667,459
gshare,tomcat-wrk2-panel.3289_0,21128093,3754742,2348684,3799975,246740,145801,81040,110424,0.913333,1.16667,760
gshare,media_5,19000046,2091734,1344724,2418868,46441,21675,13695,24907,0.913333,1.16667,534
gshare,508-namd-1_126793,21032551,1092882,945253,1989037,74141,13494,7580,60739,0.913333,1.16667,396
gshare,rust-fasta-25M.612_0,24236459,6474647,5243751,5293097,386706,81320,42507,305428,0.913333,1.16667,970
gshare,mlpack-1.43027_0,12020330,1667221,1195417,1431830,42447,14122,5232,29593,0.913333,1.16667,515
gshare,python3-pyperf-dulwich.2000_0,23866799,4666864,3070643,4037179,198193,102105,58520,102121,0.913333,1.16667,725
gshare,gcc-1.52513_0,12020330,2691258,2039371,2152457,200392,89683,53844,117979,0.913333,1.16667,786
gshare,compress_7,40000000,5357931,4672736,4476589,248983,82992,71349,166302,0.913333,1.16667,494
gshare,web_99,38999991,11326786,8546665,6801190,104471,33786,24541,71783,0.913333,1.16667,775
gshare,web_81,38999580,7955366,5828187,6421742,324433,127424,73169,207171,0.913333,1.16667,718
gshare,544-nab-1_133464,21029007,3693762,3423732,3320484,497734,132784,65805,366761,0.913333,1.16667,703
gshare,diamond-1.35035_0,12024477,659752,548594,1049772,25359,6011,4059,19406,0.913333,1.16667,368
gshare,int_48,39000047,6575648,6321198,5118632,250395,58218,31796,192938,0.913333,1.16667,594
gshare,sampleflow-1.127768_0,12020801,1651985,1582293,1568883,174564,78735,62019,95953,0.913333,1.16667,585
gshare,minizinc-3.654_0,12024371,2314104,1835285,1973476,182024,83936,40408,100785,0.913333,1.16667,722
gshare,fp_21,29000051,2111837,1243863,3009567,44521,12885,6635,32315,0.913333,1.16667,427
gshare,int_11,40000000,3173054,2753345,4096385,345534,84898,45098,271349,0.913333,1.16667,438
gshare,media_1,19000047,1431842,1001333,2101432,95562,41484,24373,55338,0.913333,1.16667,460
gshare,web_8,38999954,8542189,6077862,6886512,575284,224848,126464,370088,0.913333,1.16667,769
gshare,tomcat-wrk2-textrotate.1722_0,20010099,5285456,4213957,3839964,188109,77619,40700,113462,0.913333,1.16667,850
gshare,llvm-2.25945_0,12024371,2512399,1784312,2056958,180606,87866,49568,97794,0.913333,1.16667,745
gshare,voronoi-cgal_3253,21032605,3737077,2237242,3370184,205576,73961,39868,138784,0.913333,1.16667,682
gshare,web_139,13999772,2572899,2125254,2010781,181132,76256,43349,108087,0.913333,1.16667,637
gshare,diamond-1.23658_0,12023437,2442046,2262710,1790754,272922,58187,29677,214766,0.913333,1.16667,681
gshare,gem5-3.7111_0,12039805,2367089,1553436,1820462,84639,36707,20646,49068,0.913333,1.16667,653
gshare,int_197,39000051,2299408,1670831,3580796,96119,34442,22290,63124,0.913333,1.16667,381
gshare,java16-specjbb-64k-bigmem-ir1000.41720_0,21041037,5172515,3844756,3164058,106189,18997,9642,87286,0.913333,1.16667,673
gshare,julia-agents-hk.9184_0,24111433,5535837,3482241,4815417,558563,264105,150855,325422,0.913333,1.16667,856
gshare,llvm-2.17926_0,12020330,2654642,1876167,2180778,195997,78207,47002,123410,0.913333,1.16667,789
gshare,mysql-oltp-ro_4718,17727098,2278677,1397363,2400933,140633,100895,61156,42557,0.913333,1.16667,569
gshare,web_114,38999649,7967712,5762979,6499692,536990,235721,134482,322951,0.913333,1.16667,727
gshare,ns3-2.15775_0,12316491,2369765,1479361,1899333,94729,57132,34483,38933,0.913333,1.16667,661
gshare,infra_95,40000000,7590809,6394660,5082460,384108,228758,143172,165905,0.913333,1.16667,571
gshare,mysql-oltp-rw_7250,20136466,3053127,2143539,2903625,206484,132466,76003,82687,0.913333,1.16667,616
gshare,gap-bc-coauthors_1971,20033297,4607094,4548966,3153633,182148,31344,16264,150822,0.913333,1.16667,732
gshare,infra_81,40000000,7057861,5801692,4926367,426654,209454,117259,229910,0.913333,1.16667,551
gshare,lua-1.25018_0,12020330,2369345,1619512,2202331,30911,12414,1556,18497,0.913333,1.16667,782
gshare,nodejs-childprocess_5866,40000000,6403446,4254999,6218805,268596,123213,76495,152875,0.913333,1.16667,661
gshare,abc-3.3561_0,12020330,1874646,1428027,1682964,10034,846,545,9190,0.913333,1.16667,609
gshare,int_86,40000000,8197671,6312767,6306001,144871,33769,19349,111441,0.913333,1.16667,691
gshare,web_26,39000014,8127921,6368053,6102342,343710,200404,118573,149064,0.913333,1.16667,689
gshare,int_43,38998376,6547059,5396338,5153562,667393,157128,80960,514257,0.913333,1.16667,590
gshare,int_55,39000051,5600491,3990596,5029790,114292,26271,16796,88559,0.913333,1.16667,553
gshare,minizinc-4.5398_0,12021363,2014751,1657326,1646218,142662,39751,23414,104106,0.913333,1.16667,606
gshare,highs-2.91059_0,12023437,2458417,2338645,1903331,125493,22443,13236,103175,0.913333,1.16667,720
gshare,compress_28,40000000,4802098,4379092,4533618,112907,31984,18606,81691,0.913333,1.16667,499
gshare,infra_75,39000015,9947416,6415352,7107766,24950,2029,1045,22923,0.913333,1.16667,784
gshare,rust-regex-redux-25M.6955_0,24055829,4846322,3675379,3925835,173531,34467,17703,139955,0.913333,1.16667,712
gshare,int_117,39000051,7267193,6587085,6637119,133762,46811,27258,87920,0.913333,1.16667,754
gshare,tesseract-2.91_0,12051339,2488119,1946414,1899872,130064,49521,27759,81791,0.913333,1.16667,695
gshare,int_176,40000000,9065731,7099438,7349754,397552,164828,90686,241403,0.913333,1.16667,805
gshare,web_80,38999601,8649808,6022210,6838746,521063,206713,116614,329576,0.913333,1.16667,763
gshare,web_176,19000056,4342901,3076859,2975663,48134,5011,3235,43223,0.913333,1.16667,681
gshare,h3geo-1.221409_0,12020330,3049757,2246565,1962046,84701,27146,14227,57996,0.913333,1.16667,722
gshare,dcapo-h2-huge-jdk17.26940_0,24103066,4669009,3309061,3517419,295678,154526,87669,151240,0.913333,1.16667,637
gshare,java-hash-code.7599_0,22041441,2840658,2608584,1999921,293128,87130,39179,205999,0.913333,1.16667,417
gshare,502-gcc-all_16112,23029393,5364565,4459474,4229680,433336,154008,87094,293578,0.913333,1.16667,816
gshare,java16-specjbb-64k-ir1000.19011_0,21367188,4186804,3446588,2828968,233318,125729,68917,113741,0.913333,1.16667,595
gshare,julia-agents-sugarscape.28819_0,26404277,5906747,3787246,5157722,361750,170704,100640,207851,0.913333,1.16667,836
gshare,llvm-2.35413_0,12023437,2549818,1778932,2167777,292551,158819,91016,148716,0.913333,1.16667,783
gshare,vpr-2.18764_0,12067084,2566401,1878383,2000876,243815,77482,38652,171183,0.913333,1.16667,731
gshare,521-wrf-1_53624,21983792,3513648,2596188,2862547,206707,104633,60973,109167,0.913333,1.16667,567
gshare,lua-1.7412_0,12020330,2368904,1621643,2187736,31033,11242,1707,19791,0.913333,1.16667,777
gshare,ren-par-mnemonics-jdk19-sveoff.175_0,24374837,4930507,3772140,4210991,553260,260273,148135,321155,0.913333,1.16667,756
gshare,nodejs-http2_4818,24791592,4954201,3248606,4211674,296981,143279,86005,164954,0.913333,1.16667,730
gshare,nodejs-streams_62455,23113567,4336817,3020331,3838186,297576,161089,90961,145548,0.913333,1.16667,715
gshare,dcapo-sunflow-jdk17.100_0,24196236,4348874,3194100,3663240,338590,163699,89116,188274,0.913333,1.16667,659
gshare,java16-dacapo-tradebeans-small_3649,21138139,4265578,2731811,3640242,243371,120509,71292,133308,0.913333,1.16667,737
gshare,nest-1.1681_0,12020330,872798,744972,1400049,160472,36598,18542,123877,0.913333,1.16667,493
gshare,gap-sssp-usroad.287_0,24202195,4201857,3832504,3041699,678591,177258,117990,501431,0.913333,1.16667,576
gshare,abc-2.9228_0,12020330,1870473,1645993,1685855,248630,69657,38345,181769,0.913333,1.16667,624
gshare,kd-2.556_0,12147321,3079855,2584434,2673244,477108,115276,58841,362721,0.913333,1.16667,982
gshare,526-blender-1_85073,21032586,3235698,2636220,2494203,302539,58107,34338,245431,0.913333,1.16667,531
gshare,lua-3.19933_0,12074950,2395089,1618170,2193441,41763,25073,20821,16702,0.913333,1.16667,773
gshare,ren-finagle-chirper-jdk17.2761_0,25217419,4553233,3253522,3705487,441652,261834,148881,196952,0.913333,1.16667,642
gshare,int_87,40000000,6725368,5021282,6539792,55210,15472,9273,40153,0.913333,1.16667,695
gshare,web_130,38999924,7524652,5458399,6038645,516069,225298,126647,305941,0.913333,1.16667,677
gshare,web_101,38999723,8319774,6002420,6469274,253490,43393,23417,211773,0.913333,1.16667,725
gshare,nodejs-https_3936,23282225,4334178,2843262,3833120,237320,123951,74378,123852,0.913333,1.16667,704
gshare,infra_32,39000015,9209090,6806761,5365693,90780,30493,13399,60321,0.913333,1.16667,614
gshare,ren-rx-scrabble-jdk17.949_0,24142505,4204158,3090618,3550566,307638,150653,85494,168090,0.913333,1.16667,641
gshare,int_13,39000051,6181414,4147408,6076045,131316,26972,16825,104566,0.913333,1.16667,665
gshare,snappy-bm-zflatall_435,24031218,2738621,2463608,2612455,461057,97583,61238,363483,0.913333,1.16667,485
gshare,ren-reactors-jdk17.15692_0,24039521,4199529,3449685,2690475,5055,871,435,4185,0.913333,1.16667,505
gshare,simpoint-1.87314_0,12020330,2443998,2392420,2827461,212963,29635,14938,183553,0.913333,1.16667,1024
gshare,kd-1.867_0,12376869,2320747,1735456,1849920,199209,68482,35623,135012,0.913333,1.16667,656
gshare,sqlite-1.48861_0,12020330,2405221,1699370,2022616,154594,53729,29624,103571,0.913333,1.16667,729
gshare,int_62,40000000,5600175,3580391,6599251,310504,70748,35001,241208,0.913333,1.16667,693
gshare,java15-dacapo-tradesoap-small_8971,24032766,4862486,3404203,3874488,189395,86637,51182,107592,0.913333,1.16667,699
gshare,fp_11,39000015,3532716,3441209,4738139,79609,7011,5224,72633,0.913333,1.16667,524
gshareN,infra_22,39000015,8603674,5341815,5929108,174084,0,0,174084,0.976667,0.976667,77
gshareN,web_74,38999880,7592759,5498498,5086995,357300,0,0,357300,0.976667,0.976667,71
gshareN,xz-3.9139_0,12020330,2017963,1636913,1376354,192394,0,0,192394,0.976667,0.976667,68
gshareN,minizinc-3.2615_0,12020330,2392038,1901193,1684212,160824,0,0,160824,0.976667,0.976667,79
gshareN,int_145,38999986,7950777,6000454,5329002,380796,0,0,380796,0.976667,0.976667,76
gshareN,ntest-1.168389_0,12021689,1125566,696507,885198,109600,0,0,109600,0.976667,0.976667,38
gshareN,nodejs-zlib_3279,24372402,4913498,3778394,3335334,274033,0,0,274033,0.976667,0.976667,76
gshareN,rsbench-1.730_0,12020330,1878857,1592730,1492988,404653,0,0,404653,0.976667,0.976667,78
gshareN,web_205,13999869,2910301,2430106,1589451,185009,0,0,185009,0.976667,0.976667,71
gshareN,nodejs-octane_3483,21042413,4929440,3567904,3003188,132360,0,0,132360,0.976667,0.976667,79
gshareN,infra_61,39000015,6854482,4917623,6630844,99043,0,0,99043,0.976667,0.976667,81
gshareN,fp_49,39000015,4194594,3367366,3546150,113563,0,0,113563,0.976667,0.976667,46
gshareN,zstd-1.19139_0,12020330,1401438,1318427,857150,41531,0,0,41531,0.976667,0.976667,43
gshareN,nodejs-misc-util_7039,21029396,7007229,7006091,2336811,143,0,0,143,0.976667,0.976667,90
