predictor,trace,instructions,branches,conditional_branches,predictions,extra_cycles,p1_p2_disagreements,p1_p2_disagreements_at_end,mispredictions,p1_latency,p2_latency,energy_per_instruction
tage,julia-agents-hk.9184_0,24111433,5535837,3482241,4787574,467766,267750,147532,221353,0.88,1.80667,1598
tage,llvm-2.17926_0,12020330,2654642,1876167,2174306,179377,94653,53553,83051,0.88,1.80667,1476
tage,mysql-oltp-ro_4718,17727098,2278677,1397363,2384622,125463,123100,69966,5939,0.88,1.80667,1056
tage,web_114,38999649,7967712,5762979,6467460,514866,308355,165335,216754,0.88,1.80667,1355
tage,ns3-2.15775_0,12316491,2369765,1479361,1888142,80686,69447,40745,12358,0.88,1.80667,1224
tage,infra_95,40000000,7590809,6394660,5026937,321908,287927,162750,43557,0.88,1.80667,1034
tage,mysql-oltp-rw_7250,20136466,3053127,2143539,2890448,188415,146977,79671,49374,0.88,1.80667,1145
tage,gap-bc-coauthors_1971,20033297,4607094,4548966,3145131,223271,76511,42533,126683,0.88,1.80667,1373
tage,infra_81,40000000,7057861,5801692,4884298,403693,274007,150834,131147,0.88,1.80667,1005
tage,lua-1.25018_0,12020330,2369345,1619512,2201969,27419,8858,3742,17298,0.88,1.80667,1462
tage,nodejs-childprocess_5866,40000000,6403446,4254999,6195095,241170,167263,91212,77702,0.88,1.80667,1236
tage,abc-3.3561_0,12020330,1874646,1428027,1682786,14153,3645,3463,9673,0.88,1.80667,1152
tage,int_86,40000000,8197671,6312767,6272673,198026,121885,52538,66091,0.88,1.80667,1277
tage,web_26,39000014,8127921,6368053,6039559,321255,297384,130923,31890,0.88,1.80667,1266
tage,int_43,38998376,6547059,5396338,5121546,726524,208096,111073,478928,0.88,1.80667,1093
tage,int_55,39000051,5600491,3990596,5020421,128853,94133,62930,32634,0.88,1.80667,1025
tage,minizinc-4.5398_0,12021363,2014751,1657326,1636602,156829,60827,32208,85712,0.88,1.80667,1124
tage,highs-2.91059_0,12023437,2458417,2338645,1899638,146599,38124,20969,91250,0.88,1.80667,1340
tage,compress_28,40000000,4802098,4379092,4517845,121601,60763,26714,57562,0.88,1.80667,928
tage,infra_75,39000015,9947416,6415352,7107562,34573,16114,10254,16289,0.88,1.80667,1450
tage,rust-regex-redux-25M.6955_0,24055829,4846322,3675379,3887706,181168,118579,42453,56317,0.88,1.80667,1314
tage,int_117,39000051,7267193,6587085,6614856,143171,90393,41448,53464,0.88,1.80667,1420
tage,tesseract-2.91_0,12051339,2488119,1946414,1886017,138053,86378,44988,50926,0.88,1.80667,1281
tage,int_176,40000000,9065731,7099438,7292973,444024,351422,189162,97294,0.88,1.80667,1497
tage,web_80,38999601,8649808,6022210,6800797,509123,299892,162281,210738,0.88,1.80667,1422
tage,web_176,19000056,4342901,3076859,2975585,61260,24503,16035,29835,0.88,1.80667,1257
tage,h3geo-1.221409_0,12020330,3049757,2246565,1967093,116085,46764,22981,63457,0.88,1.80667,1321
tage,dcapo-h2-huge-jdk17.26940_0,24103066,4669009,3309061,3491720,270290,201861,116379,77146,0.88,1.80667,1175
tage,java-hash-code.7599_0,22041441,2840658,2608584,1998167,385681,159553,98772,204472,0.88,1.80667,766
tage,502-gcc-all_16112,23029393,5364565,4459474,4196629,419156,206316,109586,207208,0.88,1.80667,1514
tage,java16-specjbb-64k-ir1000.19011_0,21367188,4186804,3446588,2795420,206370,172735,92509,42007,0.88,1.80667,1080
tage,julia-agents-sugarscape.28819_0,26404277,5906747,3787246,5141458,326546,205734,114807,132753,0.88,1.80667,1565
tage,llvm-2.35413_0,12023437,2549818,1778932,2156714,245492,157749,89213,98203,0.88,1.80667,1459
tage,vpr-2.18764_0,12067084,2566401,1878383,1981834,241136,122848,59274,118925,0.88,1.80667,1359
tage,521-wrf-1_53624,21983792,3513648,2596188,2854306,183398,106050,60275,78007,0.88,1.80667,1049
tage,lua-1.7412_0,12020330,2368904,1621643,2184552,24317,9880,4120,14085,0.88,1.80667,1448
tage,ren-par-mnemonics-jdk19-sveoff.175_0,24374837,4930507,3772140,4184415,476637,257858,142195,232429,0.88,1.80667,1408
tage,nodejs-http2_4818,24791592,4954201,3248606,4196354,269394,175231,96265,101003,0.88,1.80667,1364
tage,nodejs-streams_62455,23113567,4336817,3020331,3811344,257527,195666,111776,67262,0.88,1.80667,1334
tage,dcapo-sunflow-jdk17.100_0,24196236,4348874,3194100,3646893,289045,179073,106388,117102,0.88,1.80667,1227
tage,java16-dacapo-tradebeans-small_3649,21138139,4265578,2731811,3633750,212889,125227,69375,93263,0.88,1.80667,1379
tage,nest-1.1681_0,12020330,872798,744972,1401841,179841,41976,20413,124498,0.88,1.80667,934
tage,gap-sssp-usroad.287_0,24202195,4201857,3832504,3042832,814519,316249,206697,469937,0.88,1.80667,1068
tage,abc-2.9228_0,12020330,1870473,1645993,1674878,254133,91375,46980,154343,0.88,1.80667,1165
tage,kd-2.556_0,12147321,3079855,2584434,2668430,531442,147728,76305,360269,0.88,1.80667,1857
tage,526-blender-1_85073,21032586,3235698,2636220,2426361,353407,256011,153190,93212,0.88,1.80667,968
tage,lua-3.19933_0,12074950,2395089,1618170,2194210,25988,9424,4864,16053,0.88,1.80667,1446
tage,ren-finagle-chirper-jdk17.2761_0,25217419,4553233,3253522,3674982,369291,269197,149909,113757,0.88,1.80667,1187
tage,int_87,40000000,6725368,5021282,6524104,68300,49475,23113,17516,0.88,1.80667,1292
tage,web_130,38999924,7524652,5458399,5963341,474465,376393,201307,107853,0.88,1.80667,1249
tage,web_101,38999723,8319774,6002420,6392881,279022,236206,121782,47936,0.88,1.80667,1340
tage,nodejs-https_3936,23282225,4334178,2843262,3823472,214066,138236,76224,84271,0.88,1.80667,1317
tage,infra_32,39000015,9209090,6806761,5353880,98581,65591,34192,31195,0.88,1.80667,1106
tage,ren-rx-scrabble-jdk17.949_0,24142505,4204158,3090618,3539141,261432,163717,93177,104100,0.88,1.80667,1195
tage,int_13,39000051,6181414,4147408,6045056,138856,67019,25639,63684,0.88,1.80667,1246
tage,snappy-bm-zflatall_435,24031218,2738621,2463608,2613564,498880,122542,66310,345535,0.88,1.80667,914
tage,ren-reactors-jdk17.15692_0,24039521,4199529,3449685,2690398,6715,2584,1831,3782,0.88,1.80667,924
tage,simpoint-1.87314_0,12020330,2443998,2392420,2789878,257796,82973,25358,140721,0.88,1.80667,1914
tage,kd-1.867_0,12376869,2320747,1735456,1841020,206089,98964,56830,109662,0.88,1.80667,1218
tage,sqlite-1.48861_0,12020330,2405221,1699370,2005292,158163,96424,58960,62770,0.88,1.80667,1354
tage,int_62,40000000,5600175,3580391,6590662,370248,112662,54165,221376,0.88,1.80667,1313
tage,java15-dacapo-tradesoap-small_8971,24032766,4862486,3404203,3861969,194559,133129,74306,63912,0.88,1.80667,1302
tage,fp_11,39000015,3532716,3441209,4714860,102257,40061,9852,47036,0.88,1.80667,976
