# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg,trace_count
10,100000,10.0333,14.5207,17.3000,11.6500,1.6833,90.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6833,1022.3833,1022.4333,18.1667,100.0000,0.0000,16.8333,600.5000,100.0000,38.8333,47.2833,52.7167,50.0000,52.5000,3.4667,19.6617,0.4715,1668.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
11,100000,10.4167,15.0218,17.6167,11.6000,1.6667,90.5833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9333,1022.3833,1022.4333,15.8333,100.0000,0.0000,19.7000,639.5000,154.6667,53.5000,47.0500,52.9500,52.5000,52.5000,3.7033,22.4600,0.7077,1805.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
12,100000,9.8667,14.0162,16.6500,11.3500,1.6500,90.7833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6333,1022.2833,1022.3500,19.0000,100.0000,0.0000,19.6500,621.6667,130.1667,48.0000,45.7167,54.2833,52.5000,52.5000,3.6400,19.8567,0.7837,1701.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
13,100000,9.7667,13.3810,16.8167,12.1333,1.7667,90.8833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7167,1022.3333,1022.4333,20.3333,83.3333,0.0000,18.4667,560.6667,114.0000,39.3333,46.0000,54.0000,46.6667,52.5000,3.5417,21.2900,0.5995,1578.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
14,100000,10.5500,15.3508,18.1833,11.5000,1.6667,90.2333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1833,1021.6167,1022.0000,32.8333,83.3333,0.0000,18.9167,658.0000,162.3333,55.0000,46.4833,53.5167,49.1667,52.5000,3.9683,26.3017,0.5330,1642.1667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
15,100000,10.3833,16.0773,17.8500,11.2500,1.6833,90.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6667,1021.7500,1022.1333,27.5000,100.0000,0.0000,19.2333,648.8333,132.8333,52.3333,47.2000,52.8000,47.5000,52.5000,3.8567,29.6217,0.5557,1497.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
16,100000,9.6500,14.3077,16.5000,11.5500,1.7000,91.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7333,1022.3167,1022.3833,19.1667,100.0000,0.0000,17.7167,586.3333,97.0000,29.6667,46.7500,53.2500,45.8333,52.5000,3.3800,20.8333,0.5468,1563.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
17,100000,10.8667,16.8953,18.7000,11.3667,1.7000,89.5000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.6833,1021.8000,1021.9167,19.5000,83.3333,0.0000,18.2667,643.8333,133.5000,44.5000,45.3333,54.6667,52.5000,52.5000,3.8383,21.7450,0.5703,1544.1667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
18,100000,11.9333,15.4965,20.5667,13.0667,1.7333,88.8833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.8333,1005.8667,1005.9667,184.1667,83.3333,0.0000,20.3167,608.0000,121.6667,38.0000,45.9500,54.0500,52.5000,52.5000,3.9350,21.4200,0.5190,1804.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
19,100000,10.7400,13.6502,19.1000,14.0200,1.7600,89.4400,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.2800,1022.3600,1022.4600,9.8000,100.0000,0.0000,17.7400,509.4000,52.0000,26.4000,45.4000,54.6000,52.5000,52.5000,4.1820,19.6100,0.3778,1698.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
20,100000,11.2200,16.0034,19.6000,12.7400,1.7400,89.5200,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.7000,1022.2400,1022.3200,18.4000,100.0000,0.0000,19.7000,506.4000,45.6000,25.6000,46.9600,53.0400,52.5000,52.5000,4.0560,29.4540,0.3246,1669.6000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
21,100000,12.5800,19.9558,21.0800,12.1800,1.7200,88.4600,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0600,1021.2000,1021.2600,66.8000,100.0000,0.0000,18.6000,578.6000,69.6000,30.6000,45.4400,54.5600,52.5000,52.5000,4.0160,21.5600,0.4400,1726.8000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
22,100000,11.5000,16.9290,21.0750,13.0000,1.8250,87.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.2500,1022.2500,1022.3500,17.7500,100.0000,0.0000,17.9000,499.2500,30.5000,22.5000,42.5500,57.4500,51.2500,52.5000,3.3150,24.7075,0.5787,1546.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
23,100000,12.0250,14.9297,21.4500,14.2750,1.8250,88.0500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.9250,1022.1500,1022.2250,20.2500,75.0000,0.0000,14.9500,543.0000,35.5000,21.2500,44.5500,55.4500,52.5000,52.5000,3.7475,23.8275,0.5100,1838.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
24,100000,12.2333,17.9483,22.0000,12.9333,1.8333,88.5000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6667,1020.6000,1020.6000,91.6667,100.0000,0.0000,21.9667,793.0000,47.6667,33.3333,46.7000,53.3000,52.5000,52.5000,4.7900,24.2200,0.4387,1165.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
25,100000,9.9333,14.2613,18.5333,13.3000,1.9000,90.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.1333,1021.0333,1021.0333,67.6667,100.0000,0.0000,18.9000,763.3333,56.6667,37.0000,46.5667,53.4333,52.5000,52.5000,4.2767,21.6133,0.4810,1227.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
26,100000,10.1667,14.4323,18.9333,13.4000,1.8667,90.0333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.5000,1021.4000,1021.4000,49.6667,100.0000,0.0000,18.5000,694.6667,52.3333,32.6667,46.2000,53.8000,52.5000,52.5000,3.9633,17.7067,0.6580,1221.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
27,100000,11.5000,19.9427,21.2000,12.4667,1.8333,89.1667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.8333,1015.1333,1015.1333,173.3333,100.0000,0.0000,19.1667,772.3333,57.0000,46.3333,47.1333,52.8667,52.5000,52.5000,3.9767,21.7467,0.6727,1226.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
28,100000,15.7000,28.1225,27.1000,11.4000,1.7500,86.7000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.0500,1019.5000,1019.5000,160.5000,100.0000,0.0000,27.2500,930.0000,102.0000,76.0000,50.8500,49.1500,52.5000,52.5000,4.6950,21.8750,0.4230,1192.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
29,100000,14.6500,24.3645,26.7500,11.9500,1.8000,86.3500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.6500,1019.5000,1019.5000,121.0000,100.0000,0.0000,26.3500,815.0000,53.5000,44.0000,49.0500,50.9500,52.5000,52.5000,5.1150,21.0950,0.3605,1302.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
30,100000,12.9000,22.4790,22.3500,11.2000,1.7500,88.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5000,1021.4500,1021.5000,65.0000,100.0000,0.0000,26.4000,836.0000,121.0000,50.5000,47.0500,52.9500,52.5000,52.5000,4.9750,24.4150,0.5315,1166.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
31,100000,14.1000,22.1485,26.5000,12.5500,1.9000,86.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.3500,1019.8500,1019.8500,151.0000,100.0000,0.0000,29.4500,889.5000,94.5000,58.5000,49.3000,50.7000,52.5000,52.5000,5.8500,26.1750,0.6380,1480.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
32,100000,13.6500,20.8905,25.2000,12.3000,1.8500,87.0500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.1000,1020.4500,1020.4500,114.0000,100.0000,0.0000,30.2500,932.5000,95.0000,61.0000,48.5500,51.4500,52.5000,52.5000,5.6650,24.2200,0.7140,1504.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
33,100000,13.0000,18.5170,23.6500,12.6500,1.8500,87.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.3500,1018.1000,1018.1500,149.0000,100.0000,0.0000,27.5000,833.0000,88.5000,44.0000,48.1000,51.9000,52.5000,52.5000,4.7150,24.4150,0.4405,1211.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
34,100000,14.7000,26.9430,28.3500,11.6500,1.9000,85.5500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.2500,1016.1000,1016.1000,152.5000,100.0000,0.0000,23.0000,743.5000,56.5000,36.0000,48.9000,51.1000,52.5000,52.5000,4.9350,19.5350,0.4690,1261.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
35,100000,11.2000,16.9180,20.3500,11.9500,1.8000,89.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.5000,1020.3000,1020.3000,100.0000,100.0000,0.0000,21.1500,656.5000,47.0000,30.5000,46.2500,53.7500,52.5000,52.5000,4.0050,18.5550,0.5195,1041.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
36,100000,14.3000,25.4880,25.8500,11.4500,1.8000,86.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.7500,1021.5000,1021.5000,77.5000,100.0000,0.0000,27.2000,804.0000,91.5000,52.5000,48.6000,51.4000,52.5000,52.5000,5.0300,24.0250,0.3015,1223.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
37,100000,12.9000,22.3135,23.0000,11.2500,1.7500,88.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.8000,1022.0000,1022.0000,51.5000,100.0000,0.0000,26.1500,726.5000,90.5000,47.0000,47.6500,52.3500,52.5000,52.5000,4.4950,20.3150,0.6175,1452.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
38,100000,13.8500,23.9320,25.0500,11.3500,1.8500,87.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8500,1020.5500,1020.6000,80.5000,100.0000,0.0000,27.5500,825.0000,113.5000,48.0000,48.6500,51.3500,52.5000,52.5000,4.0100,16.8000,0.6250,1532.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
39,100000,10.6000,15.3360,19.4500,12.3000,1.9000,89.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.2500,1019.0000,1019.0000,92.5000,100.0000,0.0000,27.2000,733.0000,78.0000,39.0000,47.1500,52.8500,50.0000,52.5000,4.0800,22.2650,0.5825,1098.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
40,100000,11.0000,16.4180,20.1500,12.4000,1.8500,89.3500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7000,1018.1500,1018.2000,180.0000,100.0000,0.0000,22.0000,752.5000,60.5000,37.0000,46.3000,53.7000,52.5000,52.5000,4.1500,26.3650,0.4905,1162.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
41,100000,14.3500,21.3935,27.3500,13.3000,1.9000,86.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.2500,889.7000,889.7000,1214.5000,100.0000,0.0000,30.9000,877.5000,75.0000,35.5000,49.3000,50.7000,52.5000,52.5000,4.5350,20.9000,0.3740,1652.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
42,100000,11.0000,21.3050,21.6000,10.2000,2.0000,89.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.4000,1020.8000,1021.9000,79.0000,100.0000,0.0000,35.3000,560.0000,108.0000,38.0000,50.6000,49.4000,52.5000,52.5000,4.2200,48.4400,0.2670,568.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
43,100000,11.5000,25.9420,22.7000,8.8000,2.0000,89.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.1000,1019.9000,1022.0000,39.0000,100.0000,0.0000,30.4000,502.0000,88.0000,43.0000,52.3000,47.7000,52.5000,52.5000,4.8600,87.8900,0.5030,1215.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
44,100000,13.0000,23.0530,22.3000,9.7000,1.7000,89.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.2000,1020.6000,1020.6000,133.0000,100.0000,0.0000,30.4000,586.0000,84.0000,46.0000,51.7000,48.3000,52.5000,52.5000,4.1100,23.4400,0.1050,596.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
45,100000,16.3000,34.4980,25.9000,7.5000,1.6000,87.8000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.8000,1018.4000,1018.4000,327.0000,100.0000,0.0000,31.5000,1020.0000,290.0000,160.0000,52.9000,47.1000,52.5000,52.5000,6.1100,29.6900,0.1170,595.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
46,100000,7.5000,17.4230,15.0000,8.6000,2.0000,92.4000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8000,1011.3000,1011.3000,416.0000,100.0000,0.0000,33.7000,698.0000,143.0000,43.0000,49.5000,50.5000,47.5000,52.5000,3.4100,35.1600,0.1270,408.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
