# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,9.8,17.014,14.6,8.6,1.5,94.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,999.0,999.0,58,100.0,0.0,8.5,716,279,60,60.1,39.9,52.5,52.5,4.09,28.91,-1.000,618,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,9.3,15.872,13.9,8.7,1.5,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1022.0,1022.0,16,100.0,0.0,14.7,917,511,111,56.8,43.2,52.5,52.5,4.72,36.72,0.485,846,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,7.9,13.053,12.6,9.6,1.6,93.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1022.7,1022.7,9,100.0,0.0,18.6,811,292,67,49.8,50.2,52.5,52.5,3.25,18.36,0.646,757,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,9.5,16.565,14.3,8.7,1.5,93.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1022.4,1022.4,12,100.0,0.0,22.8,968,441,100,51.5,48.5,52.5,52.5,4.09,21.88,0.771,1238,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,9.3,16.224,14.1,8.7,1.5,93.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1022.6,1022.6,11,100.0,0.0,25.1,942,468,98,50.7,49.3,52.5,52.5,3.85,19.92,0.724,1219,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,7.3,12.638,11.0,8.7,1.5,94.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1022.7,1022.7,8,100.0,0.0,23.9,849,373,74,52.3,47.7,52.5,52.5,3.58,28.52,0.707,1241,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,8.1,14.168,12.3,8.7,1.5,93.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1022.6,1022.6,14,100.0,0.0,27.1,940,522,107,50.3,49.7,52.5,52.5,3.83,25.78,0.672,1162,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,6.5,11.892,10.5,8.9,1.6,94.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1022.7,1022.7,5,100.0,0.0,26.8,841,363,80,50.6,49.4,52.5,52.5,3.39,19.92,0.630,889,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,8.2,14.424,12.5,8.7,1.5,93.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1022.3,1022.3,16,100.0,0.0,31.9,815,426,93,50.1,49.9,52.5,52.5,3.73,26.17,0.492,630,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,100000,10.2,17.684,15.9,9.0,1.6,92.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1022.4,1022.4,25,100.0,0.0,31.5,951,501,110,49.6,50.4,52.5,52.5,4.28,21.48,0.636,1175,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
