# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,11.5,14.748,20.3,13.8,1.8,91.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,974.6,974.6,138,100.0,0.0,2.6,532,12,8,58.5,41.5,52.5,52.5,4.58,25.39,-1.000,911,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,9.5,12.331,16.9,13.7,1.8,92.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1022.4,1022.4,10,100.0,0.0,4.0,503,17,5,53.2,46.8,52.5,52.5,4.21,19.14,0.864,967,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,9.1,11.695,16.2,13.8,1.8,92.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1022.5,1022.5,11,100.0,0.0,5.3,515,20,4,51.2,48.8,52.5,52.5,4.46,19.92,0.850,1272,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,8.2,10.576,14.7,13.9,1.8,92.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1022.6,1022.6,10,100.0,0.0,5.9,531,16,7,50.7,49.3,52.5,52.5,3.75,16.02,0.984,1288,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,6.3,8.140,11.4,14.1,1.8,94.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,1022.6,1022.6,8,100.0,0.0,6.1,502,13,7,51.1,48.9,52.5,52.5,3.23,18.36,0.535,1029,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,6.8,8.736,12.3,14.1,1.8,93.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1022.7,1022.7,2,100.0,0.0,6.0,501,12,5,48.0,52.0,52.5,52.5,3.67,21.88,0.566,1283,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,8.4,10.970,15.0,13.6,1.8,92.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1022.6,1022.6,4,100.0,0.0,6.0,494,19,5,46.7,53.3,52.5,52.5,3.68,17.19,0.820,1249,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,6.6,8.504,11.9,14.0,1.8,93.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1022.7,1022.8,3,100.0,0.0,5.7,512,20,5,44.0,56.0,52.5,52.5,3.19,12.89,0.973,1182,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,6.5,8.388,11.7,14.0,1.8,93.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1022.8,1022.8,5,100.0,0.0,6.0,500,18,8,45.2,54.8,52.5,52.5,3.17,13.67,0.986,1071,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,100000,5.0,6.320,9.0,14.3,1.8,94.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1022.8,1022.8,4,100.0,0.0,5.3,508,22,8,42.6,57.4,47.5,52.5,2.68,11.72,0.590,1012,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,100000,8.7,11.069,15.4,13.9,1.8,91.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1022.5,1022.5,16,100.0,0.0,6.5,540,16,4,46.4,53.6,52.5,52.5,3.83,26.17,0.554,1250,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,100000,8.2,10.408,14.6,14.0,1.8,92.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1022.6,1022.6,6,100.0,0.0,6.2,533,18,4,47.0,53.0,52.5,52.5,3.96,17.97,0.883,1318,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,100000,7.1,9.169,12.7,13.8,1.8,93.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1022.7,1022.7,3,100.0,0.0,6.3,534,17,5,44.7,55.3,52.5,52.5,3.31,15.62,0.975,1159,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,100000,8.1,10.459,14.4,13.8,1.8,92.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1022.7,1022.7,7,100.0,0.0,6.2,535,14,9,45.5,54.5,52.5,52.5,3.68,15.62,0.962,1267,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,100000,5.7,7.306,10.2,14.0,1.8,94.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1022.8,1022.8,2,100.0,0.0,6.1,553,20,4,44.5,55.5,52.5,52.5,2.61,12.89,0.603,1025,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,100000,6.5,8.580,11.8,13.7,1.8,93.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1022.8,1022.8,4,100.0,0.0,6.2,521,16,4,43.8,56.2,52.5,52.5,3.37,14.84,0.609,1094,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,100000,5.9,7.656,10.6,13.9,1.8,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1022.8,1022.8,0,0.0,0.0,5.8,522,17,3,43.9,56.1,52.5,52.5,3.24,14.84,0.993,1063,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,100000,4.8,6.276,8.8,14.1,1.8,95.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1022.8,1022.8,1,100.0,0.0,5.6,514,15,3,43.6,56.4,42.5,52.5,2.85,14.45,0.991,953,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,100000,6.2,7.881,11.2,14.2,1.8,93.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1022.8,1022.8,3,100.0,0.0,5.4,524,14,9,42.0,58.0,52.5,52.5,2.86,12.89,0.840,1138,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,100000,6.3,7.895,11.3,14.3,1.8,93.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1022.8,1022.8,2,100.0,0.0,5.5,550,24,4,44.4,55.6,52.5,52.5,3.00,16.02,0.525,1282,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,100000,6.2,7.862,11.2,14.2,1.8,93.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1022.7,1022.8,5,100.0,0.0,5.6,532,20,6,44.9,55.1,52.5,52.5,3.19,16.02,0.533,1070,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,100000,6.5,8.378,11.7,14.0,1.8,93.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1022.8,1022.8,7,100.0,0.0,5.8,576,14,2,42.8,57.2,52.5,52.5,3.17,17.97,0.853,1350,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,100000,4.3,5.589,7.9,14.1,1.8,95.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1022.9,1022.9,2,100.0,0.0,5.9,502,17,1,41.9,58.1,42.5,52.5,2.16,14.45,0.955,894,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,100000,5.7,7.344,10.3,14.1,1.8,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1022.8,1022.8,2,100.0,0.0,6.0,574,16,2,42.1,57.9,52.5,52.5,2.68,13.28,0.968,1169,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,100000,6.9,8.864,12.3,13.9,1.8,93.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1022.8,1022.8,3,100.0,0.0,7.0,569,19,3,44.8,55.2,52.5,52.5,3.23,12.89,0.608,1279,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,100000,4.7,6.085,8.6,14.2,1.8,95.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1022.8,1022.8,3,100.0,0.0,7.0,531,19,3,45.3,54.7,42.5,52.5,2.62,12.89,0.525,945,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
