# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
26,100000,10.1,19.341,20.9,10.8,2.1,89.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,1012.2,1020.1,99,100.0,0.0,4.4,165,41,28,50.0,50.0,52.5,52.5,3.71,30.47,0.187,601,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,100000,15.8,38.099,30.6,8.0,1.9,85.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,996.4,999.3,538,100.0,0.0,8.6,406,59,62,52.9,47.1,52.5,52.5,4.48,60.94,0.133,868,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,100000,17.1,40.572,29.1,7.2,1.7,87.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,1004.9,1016.5,319,100.0,0.0,8.8,463,116,85,55.4,44.6,52.5,52.5,5.28,72.66,0.140,847,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,100000,14.3,31.606,27.2,8.6,1.9,86.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,1019.3,1019.3,144,100.0,0.0,8.1,243,22,18,49.9,50.1,52.5,52.5,4.13,15.23,0.095,945,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,100000,12.6,30.757,21.5,7.0,1.7,89.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1014.5,1021.2,117,100.0,0.0,7.6,328,160,42,50.0,50.0,52.5,52.5,4.98,91.02,0.111,793,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,100000,12.5,26.568,25.6,9.6,2.1,87.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,1018.5,1018.5,213,100.0,0.0,11.1,390,106,49,49.6,50.4,52.5,52.5,6.43,28.91,0.390,974,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,100000,10.6,22.607,21.3,9.4,2.0,88.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,1020.2,1020.2,142,100.0,0.0,10.6,421,110,51,47.5,52.5,52.5,52.5,5.52,21.88,0.703,1164,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,100000,9.4,17.717,18.5,10.5,2.0,90.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,1011.8,1011.8,362,100.0,0.0,9.1,359,98,27,47.6,52.4,52.5,52.5,3.53,21.88,0.262,491,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,100000,14.3,35.191,30.4,8.6,2.1,85.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,1008.2,1012.0,244,100.0,0.0,6.4,218,22,14,50.7,49.3,52.5,52.5,4.46,54.69,0.025,834,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,100000,6.9,14.548,13.4,9.2,1.9,92.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1020.1,1020.2,123,100.0,0.0,4.2,107,19,7,44.7,55.3,52.5,52.5,3.00,25.78,0.159,372,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
