# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,11.1,22.950,18.2,7.9,1.6,92.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1006.5,1006.5,26,100.0,0.0,2.4,317,84,64,56.8,43.2,52.5,52.5,4.88,33.20,-1.000,360,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,7.4,15.249,11.8,7.7,1.6,94.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1022.6,1022.6,5,100.0,0.0,5.1,189,82,39,52.1,47.9,52.5,52.5,4.13,21.48,0.266,459,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,9.3,19.771,14.3,7.2,1.5,93.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1022.4,1022.5,12,100.0,0.0,5.4,198,72,25,52.0,48.0,52.5,52.5,4.44,25.00,0.318,360,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,11.5,23.422,19.3,8.2,1.7,91.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,1021.8,1021.8,27,100.0,0.0,5.5,294,267,79,55.6,44.4,52.5,52.5,4.56,33.20,0.041,694,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,8.1,15.109,14.2,9.4,1.8,93.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1022.4,1022.4,13,100.0,0.0,10.2,311,298,89,53.6,46.4,52.5,52.5,4.58,23.44,0.706,1061,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,6.6,12.321,11.8,9.5,1.8,94.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1022.4,1022.5,15,100.0,0.0,9.8,350,305,86,52.8,47.2,52.5,52.5,4.29,29.30,0.697,967,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,6.6,12.360,11.8,9.5,1.8,94.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1022.5,1022.5,15,100.0,0.0,8.5,354,306,92,51.6,48.4,52.5,52.5,4.17,20.31,0.625,1107,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,5.3,10.421,9.2,8.8,1.7,95.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1022.6,1022.6,7,100.0,0.0,8.0,305,244,85,51.2,48.8,47.5,52.5,3.68,25.78,0.626,686,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,9.4,18.962,15.1,8.0,1.6,92.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1020.5,1020.6,72,100.0,0.0,8.3,387,123,61,51.5,48.5,52.5,52.5,4.66,70.31,0.070,372,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,100000,7.3,14.962,11.4,7.6,1.6,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1022.7,1022.7,18,100.0,0.0,11.1,178,85,28,47.1,52.9,52.5,52.5,3.61,25.39,0.154,575,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,100000,9.9,19.162,16.8,8.8,1.7,91.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,1022.2,1022.2,36,100.0,0.0,9.2,346,194,64,49.5,50.5,52.5,52.5,3.83,25.00,0.184,1091,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,100000,7.1,13.646,12.4,9.1,1.7,93.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1022.6,1022.6,8,100.0,0.0,8.6,350,204,72,48.3,51.7,52.5,52.5,3.24,22.27,0.986,1356,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,100000,5.7,11.510,9.1,7.9,1.6,95.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,1022.0,1022.2,45,100.0,0.0,6.8,298,124,42,47.7,52.3,47.5,52.5,3.59,35.94,0.425,898,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,100000,3.1,6.063,6.9,11.4,2.2,96.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1022.8,1022.8,7,100.0,0.0,4.6,91,81,11,43.4,56.6,27.5,52.5,2.95,25.78,0.073,134,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,100000,11.6,24.079,20.5,8.5,1.8,90.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,1020.2,1020.2,131,100.0,0.0,9.8,495,346,107,51.1,48.9,52.5,52.5,6.22,32.42,0.179,537,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
