# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,11.9,5.098,14.1,27.8,1.2,94.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1005.5,1005.6,9,100.0,0.0,0.2,137,9,4,57.4,42.6,52.5,52.5,5.13,38.28,-1.000,1310,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,11.5,5.287,14.2,26.9,1.2,92.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1022.5,1022.5,1,100.0,0.0,0.4,136,12,6,48.1,51.9,52.5,52.5,4.82,23.44,0.218,1363,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,12.5,6.116,16.9,27.6,1.3,90.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1022.3,1022.4,3,100.0,0.0,0.4,162,14,7,41.1,58.9,52.5,52.5,6.50,23.05,0.242,2246,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,12.0,5.620,16.8,29.8,1.4,89.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1022.3,1022.7,1,100.0,0.0,0.4,142,10,0,39.3,60.7,52.5,52.5,5.92,33.59,0.872,3271,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,11.2,5.113,14.5,28.3,1.3,92.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1022.5,1022.6,1,100.0,0.0,0.5,142,10,5,47.3,52.7,52.5,52.5,5.82,22.27,0.136,3167,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,11.9,5.164,14.2,27.4,1.2,93.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1022.2,1022.3,3,100.0,0.0,0.7,177,9,7,57.0,43.0,52.5,52.5,5.06,27.73,0.229,3443,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,10.4,4.738,12.9,27.2,1.2,92.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1022.6,1022.6,1,100.0,0.0,0.8,149,9,6,42.4,57.6,52.5,52.5,5.23,20.31,0.204,2762,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,11.8,5.347,15.5,29.0,1.3,91.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1021.2,1022.6,2,100.0,0.0,0.6,183,15,11,41.9,58.1,52.5,52.5,6.60,57.81,0.192,3108,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,11.9,5.451,16.9,30.9,1.4,89.9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1021.6,1022.7,1,100.0,0.0,0.5,133,8,2,40.2,59.8,52.5,52.5,6.52,31.25,0.128,3585,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

