# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg,trace_count
10,100000,10.0667,14.5942,17.3167,11.6833,1.6833,90.8500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.8667,1022.3667,1022.3667,14.8333,100.0000,0.0000,3.8833,404.3333,104.5000,38.8333,48.7667,51.2333,50.8333,52.5000,3.6050,23.7633,0.4715,2079.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
11,100000,10.2833,14.9550,17.3667,11.6000,1.6667,90.7667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.9167,1022.4000,1022.4000,17.1667,100.0000,0.0000,4.1833,438.5000,153.3333,53.5000,48.3833,51.6167,52.5000,52.5000,3.6917,19.5317,0.7077,2268.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
12,100000,9.7833,14.1892,16.5500,11.4333,1.6500,91.2667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2500,1022.0833,1022.1667,21.0000,100.0000,0.0000,4.1667,437.3333,132.6667,48.0000,48.7333,51.2667,52.5000,52.5000,3.8167,27.9300,0.7837,2183.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
13,100000,9.4000,12.8892,16.1833,12.1833,1.7500,91.3833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9500,1022.3500,1022.3500,20.8333,100.0000,0.0000,3.7000,403.8333,111.0000,39.3333,47.9167,52.0833,46.6667,52.5000,3.4600,19.6617,0.5995,1989.1667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
14,100000,9.9667,14.5388,17.3333,11.5667,1.6833,90.7667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.1667,1022.1000,1022.1000,31.8333,100.0000,0.0000,4.5000,448.0000,163.0000,55.0000,48.0500,51.9500,49.1667,52.5000,3.8417,20.3117,0.5330,1991.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
15,100000,9.9500,15.5068,17.2000,11.3667,1.7000,90.8833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.9667,1022.0667,1022.0667,31.3333,100.0000,0.0000,4.6667,435.1667,134.1667,52.3333,47.8000,52.2000,47.5000,52.5000,3.8667,21.0267,0.5557,1849.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
16,100000,9.4500,14.1895,16.2333,11.6000,1.7167,91.4000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0333,1022.3000,1022.3000,20.1667,100.0000,0.0000,4.0833,400.5000,96.1667,29.6667,47.0500,52.9500,45.8333,52.5000,3.3917,22.7217,0.5468,1929.1667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
17,100000,10.3667,16.1897,17.9500,11.4833,1.7333,90.1667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.5167,1021.7167,1021.7167,24.6667,83.3333,0.0000,4.7500,437.1667,137.8333,44.5000,46.0167,53.9833,51.6667,52.5000,3.7333,22.0067,0.5703,1836.8333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
18,100000,11.7000,15.2490,20.2167,13.1333,1.7333,89.2833,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0833,1006.1333,1006.1333,192.0000,100.0000,0.0000,5.1833,424.1667,117.8333,38.0000,46.8667,53.1333,52.5000,52.5000,3.8517,19.4033,0.5190,2219.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
19,100000,10.4000,13.2522,18.6400,14.0800,1.7800,89.8800,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.3600,1022.3600,1022.3800,16.0000,100.0000,0.0000,3.4200,360.6000,51.6000,26.4000,46.2200,53.7800,52.5000,52.5000,4.2020,18.7500,0.3778,1994.4000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
20,100000,11.0400,15.7786,19.3200,12.7600,1.7400,89.6600,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.8000,1022.2800,1022.2800,20.6000,100.0000,0.0000,4.3200,347.4000,48.4000,25.6000,46.7400,53.2600,52.5000,52.5000,3.8900,20.3920,0.3246,2033.2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
21,100000,12.2400,19.5732,20.5000,12.2600,1.7000,88.8600,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3200,1021.3000,1021.3000,60.8000,80.0000,0.0000,5.0000,398.4000,67.8000,30.6000,45.7200,54.2800,52.5000,52.5000,4.0520,20.7820,0.4400,2181.2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
22,100000,10.6500,15.8550,19.8000,13.2500,1.8500,89.0250,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.7250,1022.2750,1022.2750,19.5000,75.0000,0.0000,4.6500,389.7500,33.2500,22.5000,44.0250,55.9750,48.7500,52.5000,3.2525,19.2375,0.5787,1798.2500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
23,100000,11.5500,14.2630,20.7000,14.3750,1.8250,88.7500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6500,1022.1250,1022.1250,21.0000,100.0000,0.0000,4.0500,397.5000,34.5000,21.2500,45.6500,54.3500,52.5000,52.5000,3.5925,19.1375,0.5100,2454.7500,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
24,100000,11.9667,17.6243,21.6000,13.0000,1.8333,88.6667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5667,1020.0333,1020.0333,99.6667,100.0000,0.0000,5.5667,587.3333,48.6667,33.3333,47.0333,52.9667,52.5000,52.5000,4.6433,23.5667,0.4387,1246.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
25,100000,9.5667,13.7447,17.9333,13.4000,1.9000,90.7333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.6667,1019.5000,1020.9000,77.3333,100.0000,0.0000,5.3667,575.6667,57.0000,37.0000,47.6667,52.3333,49.1667,52.5000,4.2467,39.1933,0.4810,1249.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
26,100000,9.9333,14.0930,18.4667,13.4333,1.8667,90.3333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.4000,1021.3333,1021.3333,56.3333,100.0000,0.0000,4.6667,529.3333,50.0000,32.6667,46.9000,53.1000,50.8333,52.5000,3.9967,22.6567,0.6580,1286.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
27,100000,11.0333,19.2793,20.4000,12.5000,1.8000,89.5000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3333,1013.5333,1013.5333,212.6667,100.0000,0.0000,5.2333,599.3333,60.6667,46.3333,46.9667,53.0333,50.8333,52.5000,4.1300,21.8733,0.6727,1157.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
28,100000,15.7500,28.2475,27.1500,11.3500,1.7500,86.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.7500,1018.9000,1018.9000,199.0000,100.0000,0.0000,7.2500,701.5000,104.5000,76.0000,50.4000,49.6000,52.5000,52.5000,4.6900,21.4850,0.4230,1207.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
29,100000,14.3000,23.8695,26.1500,12.0000,1.8500,86.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.1500,1020.4500,1020.4500,116.0000,100.0000,0.0000,7.2000,632.0000,55.5000,44.0000,48.7000,51.3000,52.5000,52.5000,4.9950,20.7050,0.3605,1356.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
30,100000,12.5000,21.7085,21.8000,11.2500,1.7500,88.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.2000,1021.5000,1021.5000,79.5000,100.0000,0.0000,7.6500,640.0000,120.5000,50.5000,47.4500,52.5500,52.5000,52.5000,5.1250,27.1500,0.5315,1233.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
31,100000,13.7500,21.6335,25.9500,12.6000,1.9000,86.8000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.9000,1019.9000,1019.9000,148.5000,100.0000,0.0000,8.1500,693.0000,97.5000,58.5000,49.0500,50.9500,52.5000,52.5000,5.7900,24.0200,0.6380,1510.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
32,100000,13.4500,20.5780,24.8500,12.3500,1.8500,87.2500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8500,1020.5500,1020.5500,121.5000,100.0000,0.0000,8.6500,719.0000,95.5000,61.0000,48.6000,51.4000,52.5000,52.5000,5.7000,25.7800,0.7140,1545.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
33,100000,12.9000,18.2290,23.3000,12.7000,1.8500,88.0500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.1500,1015.7500,1016.0000,231.0000,100.0000,0.0000,7.1500,668.5000,88.5000,44.0000,48.6500,51.3500,52.5000,52.5000,4.7200,33.9850,0.4405,1260.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
34,100000,14.3500,26.1650,27.7500,11.6500,1.9000,86.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.5500,1014.1000,1015.3500,170.0000,100.0000,0.0000,6.6500,578.5000,57.0000,36.0000,49.3500,50.6500,52.5000,52.5000,4.8950,29.3000,0.4690,1243.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
35,100000,11.1500,16.5130,20.0500,12.0000,1.8000,89.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,1020.8500,1020.8500,95.5000,100.0000,0.0000,5.4000,533.5000,46.5000,30.5000,46.2500,53.7500,52.5000,52.5000,4.1400,25.1950,0.5195,1135.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
36,100000,14.4000,25.6405,25.9500,11.3500,1.8000,86.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.9000,1021.5000,1021.5000,78.5000,100.0000,0.0000,6.6500,596.0000,96.5000,52.5000,48.4000,51.6000,52.5000,52.5000,4.8700,22.0700,0.3015,1294.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
37,100000,12.8000,22.1930,22.8500,11.2500,1.7500,88.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.8500,1021.9000,1021.9500,46.5000,100.0000,0.0000,6.6500,558.5000,89.0000,47.0000,47.5000,52.5000,52.5000,52.5000,4.7850,21.2900,0.6175,1515.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
38,100000,13.6000,23.4120,24.6500,11.3500,1.8500,87.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.6000,1019.8000,1019.8000,95.5000,100.0000,0.0000,7.5500,639.0000,117.0000,48.0000,48.4000,51.6000,52.5000,52.5000,4.1750,18.3600,0.6250,1529.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
39,100000,10.3500,15.0005,19.1500,12.3500,1.9000,90.2500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0500,1017.3000,1017.3000,120.5000,100.0000,0.0000,7.4000,568.0000,79.0000,39.0000,48.9000,51.1000,50.0000,52.5000,4.0050,21.8750,0.5825,1159.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
40,100000,10.6500,15.8315,19.6000,12.4000,1.8500,89.5500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.5500,1017.5000,1017.5000,169.0000,100.0000,0.0000,5.3000,599.0000,58.5000,37.0000,46.3000,53.7000,52.5000,52.5000,4.2200,19.9250,0.4905,1155.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
41,100000,14.2000,21.2890,27.1500,13.2500,1.9000,86.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.1500,877.5500,877.5500,1042.0000,100.0000,0.0000,8.2500,687.0000,68.0000,35.5000,49.0500,50.9500,52.5000,52.5000,4.6900,22.8550,0.3740,1548.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
42,100000,10.9000,21.0790,21.5000,10.2000,2.0000,89.4000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.5000,1021.8000,1021.8000,76.0000,100.0000,0.0000,10.6000,254.0000,100.0000,38.0000,50.7000,49.3000,52.5000,52.5000,4.1000,21.8800,0.2670,694.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
43,100000,11.1000,25.1850,22.1000,8.8000,2.0000,89.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.1000,1022.0000,1022.0000,48.0000,100.0000,0.0000,10.0000,221.0000,92.0000,43.0000,51.1000,48.9000,52.5000,52.5000,4.3500,18.7500,0.5030,1388.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
44,100000,12.9000,22.8410,22.0000,9.6000,1.7000,89.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.9000,1020.7000,1020.7000,153.0000,100.0000,0.0000,6.2000,322.0000,80.0000,46.0000,50.3000,49.7000,52.5000,52.5000,4.0800,23.0500,0.1050,710.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
45,100000,16.1000,34.0750,25.7000,7.5000,1.6000,87.9000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.6000,1018.9000,1018.9000,357.0000,100.0000,0.0000,8.9000,612.0000,288.0000,160.0000,52.9000,47.1000,52.5000,52.5000,6.1600,30.0800,0.1170,738.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
46,100000,7.4000,17.2090,14.9000,8.6000,2.0000,92.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6000,1014.5000,1014.5000,396.0000,100.0000,0.0000,9.2000,458.0000,137.0000,43.0000,50.5000,49.5000,47.5000,52.5000,3.4700,35.5500,0.1270,437.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
