# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg,trace_count
15,100000,9.9333,15.4960,17.2000,11.3667,1.7000,90.9167,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.8833,1021.7333,1022.0167,37.6667,83.3333,0.0000,2.9167,355.5000,136.3333,52.3333,48.0167,51.9833,48.3333,52.5000,4.0483,29.8833,0.5557,1806.8333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
16,100000,9.6000,14.2172,16.4167,11.5667,1.7000,91.2333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.3167,1022.3000,1022.3167,19.1667,83.3333,0.0000,2.5667,332.5000,96.3333,29.6667,47.1000,52.9000,45.8333,52.5000,3.3067,19.7933,0.5468,2094.8333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
17,100000,10.3833,16.0665,17.9333,11.4500,1.7000,90.0500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.4333,1022.3000,1022.3000,22.6667,83.3333,0.0000,2.7833,355.8333,133.5000,44.5000,45.5833,54.4167,51.6667,52.5000,3.7400,21.6817,0.5703,1830.8333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
18,100000,11.8667,15.3133,20.3833,13.0333,1.7333,88.9167,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.2667,1006.3000,1006.3000,202.3333,100.0000,0.0000,3.0167,359.0000,116.8333,38.0000,45.9833,54.0167,52.5000,52.5000,3.7817,19.0750,0.5190,2319.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
19,100000,10.6600,13.5932,18.9800,13.9800,1.7600,89.3600,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.7800,1022.3400,1022.3600,15.2000,100.0000,0.0000,2.3600,313.6000,49.8000,26.4000,44.6600,55.3400,52.5000,52.5000,4.1900,18.9060,0.3778,2085.4000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
20,100000,10.9800,15.6844,19.2400,12.8000,1.7600,89.8000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1200,1022.2400,1022.2600,23.2000,80.0000,0.0000,3.1400,282.0000,47.4000,25.6000,46.9600,53.0400,52.5000,52.5000,3.9320,22.4980,0.3246,2201.2000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
21,100000,12.5200,19.9860,21.0000,12.2200,1.7200,88.7000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.8600,1021.2400,1021.3200,72.0000,80.0000,0.0000,2.5400,338.8000,66.8000,30.6000,46.2600,53.7400,52.5000,52.5000,4.0820,25.5480,0.4400,2373.8000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5
22,100000,10.9500,16.1535,20.3750,13.1500,1.8500,88.5750,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.2250,1022.2750,1022.2750,20.5000,100.0000,0.0000,2.2750,367.7500,32.7500,22.5000,43.7500,56.2500,50.0000,52.5000,3.4250,21.5800,0.5787,1970.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
23,100000,11.9000,14.7648,21.3000,14.3500,1.8250,88.4250,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.2000,1022.1000,1022.1000,20.7500,100.0000,0.0000,2.0000,384.7500,36.7500,21.2500,45.6250,54.3750,52.5000,52.5000,3.6800,19.5325,0.5100,2617.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4
24,100000,12.0000,17.5803,21.7000,12.9333,1.8333,88.6667,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6667,1021.2000,1021.2333,91.6667,100.0000,0.0000,3.1000,530.6667,45.6667,33.3333,46.9333,53.0667,52.5000,52.5000,4.9033,25.1300,0.4387,1234.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
25,100000,9.6667,13.7823,17.9667,13.3333,1.9000,90.3333,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.8667,1021.3333,1021.3333,72.6667,66.6667,0.0000,3.0000,534.0000,56.3333,37.0000,45.1333,54.8667,50.8333,52.5000,4.0233,20.5733,0.4810,1276.3333,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
26,100000,9.8333,14.0060,18.4000,13.4333,1.8667,90.3000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.2667,1021.7667,1021.7667,46.0000,100.0000,0.0000,2.6333,503.3333,51.0000,32.6667,45.9667,54.0333,52.5000,52.5000,3.9900,19.4033,0.6580,1275.6667,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
27,100000,11.1000,19.2847,20.5667,12.5333,1.8667,89.6000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.4000,1015.0000,1015.0000,196.0000,100.0000,0.0000,3.0667,549.0000,58.3333,46.3333,47.5667,52.4333,52.5000,52.5000,4.1467,21.0933,0.6727,1209.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
28,100000,15.4500,27.6390,26.6500,11.4000,1.7500,86.9500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.5000,1018.5000,1019.5000,177.0000,100.0000,0.0000,3.5000,622.0000,101.0000,76.0000,51.0500,48.9500,52.5000,52.5000,4.8900,36.5250,0.4230,1258.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
29,100000,14.5000,24.2820,26.4500,11.9500,1.8000,86.4000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.4500,1020.1000,1020.1000,126.5000,100.0000,0.0000,3.4500,549.0000,54.0000,44.0000,48.6000,51.4000,52.5000,52.5000,5.0850,19.3350,0.3605,1412.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
30,100000,13.2500,23.4965,22.8500,11.1500,1.7500,87.8000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.9000,1019.4000,1021.4000,88.5000,100.0000,0.0000,3.7000,536.0000,119.0000,50.5000,46.5500,53.4500,52.5000,52.5000,5.2100,27.1500,0.5315,1317.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
31,100000,13.7500,21.6835,26.0500,12.6000,1.9500,86.7000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.9500,1019.7500,1019.7500,168.0000,100.0000,0.0000,4.7500,626.0000,99.0000,58.5000,48.8500,51.1500,52.5000,52.5000,5.8100,25.3900,0.6380,1459.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
32,100000,13.4500,20.5865,24.8000,12.3500,1.8500,87.0500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8000,1020.5500,1020.5500,113.5000,100.0000,0.0000,4.7500,657.5000,96.5000,61.0000,47.8000,52.2000,52.5000,52.5000,5.3600,23.8300,0.7140,1567.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
33,100000,12.8000,18.1235,23.2000,12.7000,1.8500,87.9500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0500,1015.3500,1015.3500,256.5000,100.0000,0.0000,3.7500,577.0000,85.5000,44.0000,47.8000,52.2000,52.5000,52.5000,4.6550,22.2650,0.4405,1313.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
34,100000,14.2000,25.7710,27.4500,11.7000,1.9000,86.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.4500,1013.5000,1013.5000,185.5000,100.0000,0.0000,3.3500,532.0000,53.5000,36.0000,49.0500,50.9500,52.5000,52.5000,4.9050,23.2450,0.4690,1289.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
35,100000,10.9500,16.2165,19.8000,12.0000,1.8000,89.5000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.8000,1020.5500,1020.5500,95.0000,100.0000,0.0000,3.0000,484.5000,40.0000,30.5000,46.5000,53.5000,52.5000,52.5000,4.1150,26.7550,0.5195,1115.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
36,100000,14.4500,25.6145,26.0000,11.3500,1.8000,86.4500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.9500,1021.4000,1021.4000,88.0000,100.0000,0.0000,3.8000,520.5000,91.5000,52.5000,47.8000,52.2000,52.5000,52.5000,4.9400,25.3900,0.3015,1283.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
37,100000,12.9500,22.4220,23.1500,11.2500,1.7500,87.8000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0500,1022.0000,1022.0000,54.5000,100.0000,0.0000,3.5000,502.5000,92.0000,47.0000,47.3000,52.7000,52.5000,52.5000,4.7900,20.1200,0.6175,1561.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
38,100000,13.7000,23.5380,24.8000,11.3500,1.8500,87.2000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.7500,1020.8500,1020.8500,96.5000,100.0000,0.0000,4.0500,537.0000,115.5000,48.0000,48.4500,51.5500,52.5000,52.5000,4.2300,20.7050,0.6250,1584.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
39,100000,10.4000,14.9795,19.1500,12.3500,1.9000,89.9500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0500,1018.4500,1018.4500,109.0000,100.0000,0.0000,4.7000,524.5000,77.0000,39.0000,46.9000,53.1000,50.0000,52.5000,4.0350,22.0700,0.5825,1137.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
40,100000,10.7000,15.9530,19.6000,12.4000,1.8500,89.5000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.5500,1019.0000,1019.0000,171.0000,100.0000,0.0000,3.4500,553.0000,61.0000,37.0000,45.9000,54.1000,52.5000,52.5000,4.2100,21.6800,0.4905,1167.5000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
41,100000,14.0000,20.9670,26.8500,13.3000,1.9000,86.4500,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.8500,927.3000,927.3000,881.5000,100.0000,0.0000,5.1500,606.0000,71.0000,35.5000,49.4000,50.6000,52.5000,52.5000,4.5300,20.1150,0.3740,1529.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2
42,100000,10.9000,21.0470,21.4000,10.2000,2.0000,89.4000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.4000,1021.9000,1021.9000,77.0000,100.0000,0.0000,5.4000,110.0000,107.0000,38.0000,50.5000,49.5000,52.5000,52.5000,4.2800,23.4400,0.2670,698.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
43,100000,11.0000,24.9590,21.9000,8.8000,2.0000,89.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.9000,1022.1000,1022.1000,69.0000,100.0000,0.0000,4.1000,132.0000,97.0000,43.0000,50.3000,49.7000,52.5000,52.5000,4.1000,22.6600,0.5030,1318.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
44,100000,12.8000,22.7410,22.0000,9.7000,1.7000,89.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.9000,1020.8000,1020.8000,139.0000,100.0000,0.0000,5.2000,209.0000,78.0000,46.0000,50.4000,49.6000,52.5000,52.5000,4.4400,21.4800,0.1050,679.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
45,100000,15.8000,33.6400,25.3000,7.5000,1.6000,87.9000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.3000,1018.4000,1018.4000,369.0000,100.0000,0.0000,6.6000,434.0000,279.0000,160.0000,52.0000,48.0000,52.5000,52.5000,6.0900,32.0300,0.1170,755.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
46,100000,7.7000,18.0240,15.5000,8.6000,2.0000,92.1000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3000,1005.2000,1005.2000,624.0000,100.0000,0.0000,6.8000,378.0000,145.0000,43.0000,49.0000,51.0000,47.5000,52.5000,3.4000,36.3300,0.1270,504.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
