# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
0,100000,11.1,23.150,18.4,7.9,1.6,92.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1006.6,1006.6,31,100.0,0.0,0.9,160,84,64,56.5,43.5,52.5,52.5,4.87,33.20,-1.000,493,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,100000,8.0,16.480,12.7,7.7,1.6,94.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1022.5,1022.5,10,100.0,0.0,1.1,74,90,39,53.5,46.5,52.5,52.5,3.92,25.39,0.266,447,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2,100000,8.8,18.639,13.5,7.2,1.5,93.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1022.4,1022.4,19,100.0,0.0,2.0,74,75,25,52.7,47.3,52.5,52.5,4.24,24.22,0.318,339,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3,100000,11.7,23.917,19.7,8.2,1.7,91.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,1021.7,1021.8,29,100.0,0.0,2.9,144,257,79,57.4,42.6,52.5,52.5,4.53,44.92,0.041,703,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4,100000,8.4,15.775,14.8,9.4,1.8,93.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1022.5,1022.5,20,100.0,0.0,4.0,162,293,89,53.4,46.6,52.5,52.5,4.19,24.22,0.706,1132,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5,100000,6.8,12.670,12.1,9.5,1.8,94.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1022.4,1022.4,19,100.0,0.0,4.1,198,320,86,52.3,47.7,52.5,52.5,4.44,32.42,0.697,997,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6,100000,6.6,12.301,11.7,9.5,1.8,94.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1022.6,1022.6,12,100.0,0.0,4.0,207,309,92,50.7,49.3,52.5,52.5,4.10,19.14,0.625,1058,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,100000,5.6,11.005,9.7,8.8,1.7,95.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1022.6,1022.6,13,100.0,0.0,3.6,193,244,85,50.1,49.9,52.5,52.5,3.75,26.56,0.626,741,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,100000,9.4,18.979,15.1,8.0,1.6,92.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1021.2,1021.2,86,100.0,0.0,4.8,211,123,61,49.5,50.5,52.5,52.5,4.25,35.94,0.070,329,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,100000,7.4,15.255,11.6,7.6,1.6,94.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1022.7,1022.7,14,100.0,0.0,3.6,93,83,28,49.3,50.7,52.5,52.5,3.58,17.97,0.154,618,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
